TransactionID,Date,CustomerID,CustomerName,Branch,ProductCategory,ProductName,Quantity,UnitPrice,TotalAmount,PaymentMethod,CustomerNameWasMissing,ProductCategoryWasMissing,UnitPriceWasMissing,PaymentMethodWasMissing,Year,Month,MonthName,YearMonth,DayOfWeek,DayNumber,IsWeekend,City,CalculatedTotal,TotalDifference
TXN103843,2025-09-24,CUST1002,Kritika Bhattarai,Butwal - Traffic Chowk,Apparel,Winter Jacket,4,1942.93,7771.72,Cash,False,False,False,False,2025,9,September,2025-09,Wednesday,2,False,Butwal,7771.72,0.0
TXN103960,2025-03-30,CUST1118,Alina Shrestha,Bhaktapur - Suryabinayak,Apparel,Cotton T-Shirt,4,1482.8,5931.2,Khalti,False,False,False,False,2025,3,March,2025-03,Sunday,6,True,Bhaktapur,5931.2,0.0
TXN104575,2025-09-21,CUST1015,Sushma Bhattarai,Kathmandu - Kupondole,Electronics,Bluetooth Earphones,3,3212.05,9636.15,eSewa,False,False,False,False,2025,9,September,2025-09,Sunday,6,True,Kathmandu,9636.15,0.0
TXN105287,2025-10-19,CUST1149,Sarita Poudel,Butwal - Traffic Chowk,Electronics,Power Bank 10000mAh,3,1617.87,4853.61,Khalti,False,False,False,False,2025,10,October,2025-10,Sunday,6,True,Butwal,4853.61,0.0
TXN105302,2025-04-07,CUST1050,Manisha Rai,Pokhara - Lakeside,Electronics,Wall Clock,2,3140.63,6281.26,Debit/Credit Card,False,False,False,False,2025,4,April,2025-04,Monday,0,False,Pokhara,6281.26,0.0
TXN105492,2025-09-02,CUST1003,Kiran Adhikari,Kathmandu - Kupondole,Electronics,Wall Clock,3,3108.76,9326.28,Debit/Credit Card,False,False,False,False,2025,9,September,2025-09,Tuesday,1,False,Kathmandu,9326.28,0.0
TXN105528,2025-04-12,CUST1143,Kritika Shrestha,Bhaktapur - Suryabinayak,Electronics,Wall Clock,4,3021.98,12087.92,Bank Transfer,False,False,False,False,2025,4,April,2025-04,Saturday,5,True,Bhaktapur,12087.92,0.0
TXN103982,2025-10-23,CUST1066,Kritika Khadka,Kathmandu - New Road,Electronics,USB Cable Type-C,2,3360.84,6721.68,Cash,False,False,False,False,2025,10,October,2025-10,Thursday,3,False,Kathmandu,6721.68,0.0
TXN102013,2025-11-15,CUST1016,Neha Poudel,Chitwan - Bharatpur,Apparel,Kids Frock,3,2135.37,6406.11,Debit/Credit Card,True,False,False,False,2025,11,November,2025-11,Saturday,5,True,Chitwan,6406.11,0.0
TXN103866,2025-05-23,CUST1078,Bijay Magar,Kathmandu - Kupondole,Electronics,Wall Clock,4,2352.41,9409.64,Cash,False,False,False,False,2025,5,May,2025-05,Friday,4,False,Kathmandu,9409.64,0.0
TXN104619,2025-05-08,CUST1100,Sujan Shrestha,Pokhara - Lakeside,Apparel,Socks (3-pair pack),3,1908.95,5726.85,Cash,False,False,False,False,2025,5,May,2025-05,Thursday,3,False,Pokhara,5726.85,0.0
TXN104473,2025-10-28,CUST1148,Sarita Basnet,Biratnagar - Main Road,Apparel,Socks (3-pair pack),4,1911.51,7646.04,Cash,False,False,False,False,2025,10,October,2025-10,Tuesday,1,False,Biratnagar,7646.04,0.0
TXN101013,2025-10-10,CUST1003,Kiran Adhikari,Kathmandu - Kupondole,Apparel,Formal Shirt,4,2479.1,9916.4,Cash,False,False,False,False,2025,10,October,2025-10,Friday,4,False,Kathmandu,9916.4,0.0
TXN104560,2025-09-21,CUST1110,Sushma Karki,Kathmandu - New Road,Apparel,Winter Jacket,4,2757.72,11030.88,eSewa,False,False,False,False,2025,9,September,2025-09,Sunday,6,True,Kathmandu,11030.88,0.0
TXN103019,2025-10-14,CUST1100,Sujan Shrestha,Pokhara - Lakeside,Electronics,Wall Clock,2,3006.53,6013.06,Cash,False,False,False,False,2025,10,October,2025-10,Tuesday,1,False,Pokhara,6013.06,0.0
TXN101238,2025-09-24,CUST1016,Neha Poudel,Chitwan - Bharatpur,Electronics,Bluetooth Earphones,3,2371.08,7113.24,Debit/Credit Card,False,False,False,False,2025,9,September,2025-09,Wednesday,2,False,Chitwan,7113.24,0.0
TXN104494,2025-02-17,CUST1002,Kritika Bhattarai,Butwal - Traffic Chowk,Apparel,Socks (3-pair pack),3,2689.38,8068.14,Cash,False,False,False,False,2025,2,February,2025-02,Monday,0,False,Butwal,8068.14,0.0
TXN101671,2025-08-11,CUST1045,Sunita Magar,Kathmandu - Kupondole,Apparel,Kids Frock,3,2240.44,6721.32,Khalti,False,False,False,False,2025,8,August,2025-08,Monday,0,False,Kathmandu,6721.32,0.0
TXN104169,2025-11-15,CUST1009,Sushma Rai,Kathmandu - New Road,Electronics,Wall Clock,3,3069.23,9207.69,Khalti,False,True,False,False,2025,11,November,2025-11,Saturday,5,True,Kathmandu,9207.69,0.0
TXN105879,2025-08-16,CUST1138,Bikash Tamang,Bhaktapur - Suryabinayak,Electronics,Wall Clock,3,2173.55,6520.65,Cash,False,False,False,False,2025,8,August,2025-08,Saturday,5,True,Bhaktapur,6520.65,0.0
TXN105746,2025-04-14,CUST1067,Anita Shrestha,Kathmandu - Kupondole,Electronics,Extension Board,4,1679.21,6716.84,Cash,False,False,False,False,2025,4,April,2025-04,Monday,0,False,Kathmandu,6716.84,0.0
TXN102229,2025-07-31,CUST1078,Bijay Magar,Pokhara - Lakeside,Apparel,Socks (3-pair pack),3,2233.01,6699.03,eSewa,False,False,False,False,2025,7,July,2025-07,Thursday,3,False,Pokhara,6699.03,0.0
TXN101408,2025-10-13,CUST1045,Sunita Magar,Chitwan - Bharatpur,Apparel,Winter Jacket,3,2504.53,7513.59,Khalti,False,False,False,False,2025,10,October,2025-10,Monday,0,False,Chitwan,7513.59,0.0
TXN100174,2025-03-27,CUST1000,Rohit Gurung,Pokhara - Lakeside,Apparel,Cotton T-Shirt,3,2067.28,6201.84,eSewa,False,False,False,False,2025,3,March,2025-03,Thursday,3,False,Pokhara,6201.84,0.0
TXN102144,2025-12-27,CUST1059,Rajesh Shrestha,Kathmandu - Kupondole,Apparel,Kids Frock,4,1767.57,7070.28,eSewa,False,False,False,False,2025,12,December,2025-12,Saturday,5,True,Kathmandu,7070.28,0.0
TXN103197,2025-09-12,CUST1127,Sunita Adhikari,Kathmandu - New Road,Apparel,Winter Jacket,4,2206.49,8825.96,eSewa,False,False,False,False,2025,9,September,2025-09,Friday,4,False,Kathmandu,8825.96,0.0
TXN102251,2025-05-13,CUST1100,Sujan Shrestha,Pokhara - Lakeside,Apparel,Socks (3-pair pack),2,2976.18,5952.36,Cash,False,False,False,False,2025,5,May,2025-05,Tuesday,1,False,Pokhara,5952.36,0.0
TXN105216,2025-10-22,CUST1025,Kiran Poudel,Butwal - Traffic Chowk,Apparel,Socks (3-pair pack),4,2543.65,10174.6,Cash,False,False,False,False,2025,10,October,2025-10,Wednesday,2,False,Butwal,10174.6,0.0
TXN105608,2025-08-08,CUST1044,Puja Magar,Bhaktapur - Suryabinayak,Apparel,Winter Jacket,3,2725.73,8177.19,Cash,False,False,False,False,2025,8,August,2025-08,Friday,4,False,Bhaktapur,8177.19,0.0
TXN105985,2025-10-05,CUST1012,Sabina Maharjan,Bhaktapur - Suryabinayak,Apparel,Socks (3-pair pack),2,2947.4,5894.8,Debit/Credit Card,False,False,False,False,2025,10,October,2025-10,Sunday,6,True,Bhaktapur,5894.8,0.0
TXN102957,2025-10-26,CUST1069,Bijay Magar,Lalitpur - Pulchowk,Apparel,Socks (3-pair pack),4,2139.54,8558.16,Khalti,False,False,False,False,2025,10,October,2025-10,Sunday,6,True,Lalitpur,8558.16,0.0
TXN103578,2025-09-23,CUST1063,Rohit Basnet,Pokhara - Lakeside,Apparel,Winter Jacket,3,1681.46,5044.38,Cash,False,False,False,False,2025,9,September,2025-09,Tuesday,1,False,Pokhara,5044.38,0.0
TXN102445,2025-12-11,CUST1114,Sabnam Khadka,Biratnagar - Main Road,Apparel,Formal Shirt,3,1759.45,5278.35,Cash,False,False,False,False,2025,12,December,2025-12,Thursday,3,False,Biratnagar,5278.35,0.0
TXN101067,2025-08-29,CUST1096,Sabnam Magar,Pokhara - Lakeside,Electronics,Power Bank 10000mAh,4,1844.96,7379.84,Khalti,False,True,False,False,2025,8,August,2025-08,Friday,4,False,Pokhara,7379.84,0.0
TXN105680,2025-09-16,CUST1133,Milan Shrestha,Chitwan - Bharatpur,Apparel,Kids Frock,4,1400.94,5603.76,Khalti,False,False,False,False,2025,9,September,2025-09,Tuesday,1,False,Chitwan,5603.76,0.0
TXN101360,2025-02-10,CUST1005,Milan Lama,Butwal - Traffic Chowk,Electronics,Extension Board,3,3363.35,10090.05,Cash,False,False,False,False,2025,2,February,2025-02,Monday,0,False,Butwal,10090.05,0.0
TXN104234,2025-11-23,CUST1102,Sandip Tamang,Butwal - Traffic Chowk,Electronics,Wall Clock,4,1606.82,6427.28,Cash,False,False,False,False,2025,11,November,2025-11,Sunday,6,True,Butwal,6427.28,0.0
TXN102136,2025-07-20,CUST1012,Sabina Maharjan,Pokhara - Lakeside,Electronics,USB Cable Type-C,3,3148.52,9445.56,eSewa,False,False,False,False,2025,7,July,2025-07,Sunday,6,True,Pokhara,9445.56,0.0
TXN105423,2025-09-02,CUST1052,Aashish Poudel,Butwal - Traffic Chowk,Apparel,Winter Jacket,4,1292.09,5168.36,Debit/Credit Card,False,False,False,False,2025,9,September,2025-09,Tuesday,1,False,Butwal,5168.36,0.0
TXN103671,2025-10-08,CUST1149,Sarita Poudel,Chitwan - Bharatpur,Electronics,Power Bank 10000mAh,3,2297.68,6893.04,eSewa,False,False,True,False,2025,10,October,2025-10,Wednesday,2,False,Chitwan,6893.04,0.0
TXN101229,2025-07-26,CUST1119,Nabin Maharjan,Kathmandu - New Road,Electronics,Extension Board,3,3166.19,9498.57,Cash,False,False,False,False,2025,7,July,2025-07,Saturday,5,True,Kathmandu,9498.57,0.0
TXN101380,2025-04-15,CUST1057,Neha Karki,Kathmandu - New Road,Electronics,Wall Clock,2,3365.03,6730.06,eSewa,False,False,False,False,2025,4,April,2025-04,Tuesday,1,False,Kathmandu,6730.06,0.0
TXN102744,2025-09-08,CUST1002,Kritika Bhattarai,Butwal - Traffic Chowk,Electronics,Wall Clock,2,2455.37,4910.74,Cash,False,False,False,False,2025,9,September,2025-09,Monday,0,False,Butwal,4910.74,0.0
TXN100697,2025-12-07,CUST1058,Alina Lama,Butwal - Traffic Chowk,Apparel,Winter Jacket,3,2003.13,6009.39,eSewa,False,False,False,False,2025,12,December,2025-12,Sunday,6,True,Butwal,6009.39,0.0
TXN102035,2025-02-15,CUST1045,Sunita Magar,Kathmandu - Kupondole,Electronics,Extension Board,4,2114.77,8459.08,Debit/Credit Card,False,False,False,False,2025,2,February,2025-02,Saturday,5,True,Kathmandu,8459.08,0.0
TXN100531,2025-01-06,CUST1097,Milan Basnet,Lalitpur - Pulchowk,Electronics,Power Bank 10000mAh,3,2898.74,8696.22,Cash,False,False,False,False,2025,1,January,2025-01,Monday,0,False,Lalitpur,8696.22,0.0
TXN102472,2025-04-10,CUST1135,Sabina Bhattarai,Lalitpur - Pulchowk,Apparel,Cotton T-Shirt,3,2114.27,6342.81,Cash,False,False,False,False,2025,4,April,2025-04,Thursday,3,False,Lalitpur,6342.81,0.0
TXN104810,2025-02-23,CUST1013,Kiran Shrestha,Biratnagar - Main Road,Apparel,Kids Frock,4,1536.88,6147.52,Khalti,False,False,False,False,2025,2,February,2025-02,Sunday,6,True,Biratnagar,6147.52,0.0
TXN102114,2025-09-03,CUST1057,Neha Karki,Kathmandu - New Road,Electronics,Power Bank 10000mAh,4,3405.08,13620.32,eSewa,False,False,False,False,2025,9,September,2025-09,Wednesday,2,False,Kathmandu,13620.32,0.0
TXN105811,2025-10-07,CUST1138,Bikash Tamang,Bhaktapur - Suryabinayak,Electronics,Power Bank 10000mAh,2,2808.39,5616.78,Cash,False,False,False,False,2025,10,October,2025-10,Tuesday,1,False,Bhaktapur,5616.78,0.0
TXN101562,2025-08-25,CUST1009,Sushma Rai,Kathmandu - New Road,Apparel,Formal Shirt,4,2517.71,10070.84,eSewa,False,False,False,False,2025,8,August,2025-08,Monday,0,False,Kathmandu,10070.84,0.0
TXN102117,2025-09-15,CUST1070,Alina Rai,Kathmandu - Kupondole,Apparel,Formal Shirt,3,1924.42,5773.26,Khalti,False,False,False,False,2025,9,September,2025-09,Monday,0,False,Kathmandu,5773.26,0.0
TXN100782,2025-11-10,CUST1057,Neha Karki,Kathmandu - New Road,Electronics,Wall Clock,3,2148.9,6446.7,Cash,False,False,False,False,2025,11,November,2025-11,Monday,0,False,Kathmandu,6446.7,0.0
TXN101101,2025-05-19,CUST1002,Kritika Bhattarai,Butwal - Traffic Chowk,Apparel,Socks (3-pair pack),4,1179.7,4718.8,Cash,False,False,False,False,2025,5,May,2025-05,Monday,0,False,Butwal,4718.8,0.0
TXN105133,2025-11-19,CUST1052,Aashish Poudel,Lalitpur - Pulchowk,Electronics,USB Cable Type-C,2,2365.85,4731.7,Bank Transfer,False,False,False,False,2025,11,November,2025-11,Wednesday,2,False,Lalitpur,4731.7,0.0
TXN103580,2025-01-18,CUST1015,Sushma Bhattarai,Butwal - Traffic Chowk,Electronics,Extension Board,4,1415.72,5662.88,Bank Transfer,True,False,False,False,2025,1,January,2025-01,Saturday,5,True,Butwal,5662.88,0.0
TXN100547,2025-07-04,CUST1019,Sarita Magar,Biratnagar - Main Road,Apparel,Winter Jacket,2,2396.53,4793.06,eSewa,False,False,False,False,2025,7,July,2025-07,Friday,4,False,Biratnagar,4793.06,0.0
TXN103823,2025-09-17,CUST1049,Sarita Bhattarai,Kathmandu - New Road,Electronics,Bluetooth Earphones,3,2433.59,7300.77,eSewa,False,False,False,False,2025,9,September,2025-09,Wednesday,2,False,Kathmandu,7300.77,0.0
TXN100270,2025-09-29,CUST1122,Prakash Shrestha,Biratnagar - Main Road,Apparel,Winter Jacket,3,2641.35,7924.05,Cash,False,False,False,False,2025,9,September,2025-09,Monday,0,False,Biratnagar,7924.05,0.0
TXN105953,2025-09-30,CUST1118,Alina Shrestha,Bhaktapur - Suryabinayak,Electronics,Wall Clock,2,2544.78,5089.56,eSewa,False,False,False,False,2025,9,September,2025-09,Tuesday,1,False,Bhaktapur,5089.56,0.0
TXN104497,2025-09-15,CUST1020,Deepak Magar,Bhaktapur - Suryabinayak,Apparel,Formal Shirt,3,2743.34,8230.02,Khalti,False,False,False,False,2025,9,September,2025-09,Monday,0,False,Bhaktapur,8230.02,0.0
TXN102664,2025-06-03,CUST1025,Kiran Poudel,Kathmandu - Kupondole,Apparel,Kids Frock,4,2458.47,9833.88,Cash,False,False,False,False,2025,6,June,2025-06,Tuesday,1,False,Kathmandu,9833.88,0.0
TXN101373,2025-06-19,CUST1041,Sushma Bhattarai,Lalitpur - Pulchowk,Apparel,Socks (3-pair pack),3,1695.86,5087.58,eSewa,False,False,False,False,2025,6,June,2025-06,Thursday,3,False,Lalitpur,5087.58,0.0
TXN103346,2025-11-12,CUST1097,Milan Basnet,Kathmandu - New Road,Apparel,Kids Frock,4,2824.66,11298.64,Khalti,False,False,False,False,2025,11,November,2025-11,Wednesday,2,False,Kathmandu,11298.64,0.0
TXN102307,2025-09-20,CUST1005,Milan Lama,Butwal - Traffic Chowk,Electronics,Wall Clock,2,3228.71,6457.42,Cash,False,False,False,False,2025,9,September,2025-09,Saturday,5,True,Butwal,6457.42,0.0
TXN103839,2025-09-23,CUST1034,Kritika Tamang,Butwal - Traffic Chowk,Apparel,Cotton T-Shirt,3,2836.31,8508.93,Khalti,True,False,False,False,2025,9,September,2025-09,Tuesday,1,False,Butwal,8508.93,0.0
TXN104808,2025-10-15,CUST1052,Aashish Poudel,Lalitpur - Pulchowk,Apparel,Winter Jacket,4,1207.67,4830.68,Debit/Credit Card,False,False,False,False,2025,10,October,2025-10,Wednesday,2,False,Lalitpur,4830.68,0.0
TXN100272,2025-11-14,CUST1149,Sarita Poudel,Butwal - Traffic Chowk,Electronics,Bluetooth Earphones,3,1676.59,5029.77,eSewa,False,False,False,False,2025,11,November,2025-11,Friday,4,False,Butwal,5029.77,0.0
TXN105505,2025-03-24,CUST1005,Milan Lama,Butwal - Traffic Chowk,Apparel,Cotton T-Shirt,4,2678.22,10712.88,eSewa,False,False,False,False,2025,3,March,2025-03,Monday,0,False,Butwal,10712.88,0.0
TXN100397,2025-11-18,CUST1123,Sujan Tamang,Kathmandu - Kupondole,Electronics,Power Bank 10000mAh,4,1660.22,6640.88,Khalti,False,True,False,False,2025,11,November,2025-11,Tuesday,1,False,Kathmandu,6640.88,0.0
TXN104067,2025-11-20,CUST1023,Bikash Rai,Kathmandu - Kupondole,Electronics,Extension Board,4,3081.19,12324.76,eSewa,False,False,False,False,2025,11,November,2025-11,Thursday,3,False,Kathmandu,12324.76,0.0
TXN105291,2025-10-22,CUST1056,Alina Shrestha,Kathmandu - New Road,Apparel,Formal Shirt,3,2801.95,8405.85,Bank Transfer,False,False,False,False,2025,10,October,2025-10,Wednesday,2,False,Kathmandu,8405.85,0.0
TXN100965,2025-10-31,CUST1070,Alina Rai,Kathmandu - Kupondole,Electronics,Wall Clock,3,3309.96,9929.88,Cash,False,False,False,False,2025,10,October,2025-10,Friday,4,False,Kathmandu,9929.88,0.0
TXN104946,2025-01-30,CUST1045,Sunita Magar,Kathmandu - Kupondole,Electronics,Wall Clock,4,1165.41,4661.64,eSewa,False,False,False,False,2025,1,January,2025-01,Thursday,3,False,Kathmandu,4661.64,0.0
TXN104883,2025-02-09,CUST1078,Bijay Magar,Kathmandu - Kupondole,Apparel,Formal Shirt,2,2881.95,5763.9,eSewa,False,False,False,False,2025,2,February,2025-02,Sunday,6,True,Kathmandu,5763.9,0.0
TXN100301,2025-02-13,CUST1128,Milan Karki,Kathmandu - New Road,Electronics,Extension Board,3,2224.4,6673.2,Cash,False,False,False,False,2025,2,February,2025-02,Thursday,3,False,Kathmandu,6673.2,0.0
TXN103392,2025-06-16,CUST1020,Deepak Magar,Bhaktapur - Suryabinayak,Apparel,Formal Shirt,4,1676.96,6707.84,Khalti,False,False,False,False,2025,6,June,2025-06,Monday,0,False,Bhaktapur,6707.84,0.0
TXN104472,2025-11-10,CUST1056,Alina Shrestha,Kathmandu - New Road,Electronics,Bluetooth Earphones,4,1356.48,5425.92,Cash,False,False,False,False,2025,11,November,2025-11,Monday,0,False,Kathmandu,5425.92,0.0
TXN103592,2025-04-13,CUST1101,Sabnam Bhattarai,Biratnagar - Main Road,Electronics,Wall Clock,2,2453.2,4906.4,Khalti,False,False,False,False,2025,4,April,2025-04,Sunday,6,True,Biratnagar,4906.4,0.0
TXN103998,2025-10-04,CUST1078,Bijay Magar,Kathmandu - Kupondole,Apparel,Socks (3-pair pack),4,2307.81,9231.24,Bank Transfer,True,False,False,False,2025,10,October,2025-10,Saturday,5,True,Kathmandu,9231.24,0.0
TXN105324,2025-09-12,CUST1025,Kiran Poudel,Kathmandu - Kupondole,Electronics,Bluetooth Earphones,3,2915.95,8747.85,Khalti,False,False,False,False,2025,9,September,2025-09,Friday,4,False,Kathmandu,8747.85,0.0
TXN103161,2025-03-05,CUST1048,Kritika Rai,Kathmandu - New Road,Electronics,USB Cable Type-C,4,3292.15,13168.6,Cash,False,False,False,False,2025,3,March,2025-03,Wednesday,2,False,Kathmandu,13168.6,0.0
TXN102674,2025-05-02,CUST1003,Kiran Adhikari,Kathmandu - Kupondole,Electronics,Bluetooth Earphones,3,2020.27,6060.81,Debit/Credit Card,False,False,False,False,2025,5,May,2025-05,Friday,4,False,Kathmandu,6060.81,0.0
TXN104044,2025-02-27,CUST1041,Sushma Bhattarai,Lalitpur - Pulchowk,Apparel,Formal Shirt,3,2509.36,7528.08,eSewa,False,False,False,False,2025,2,February,2025-02,Thursday,3,False,Lalitpur,7528.08,0.0
TXN102535,2025-12-26,CUST1005,Milan Lama,Butwal - Traffic Chowk,Electronics,Wall Clock,3,3426.43,10279.29,eSewa,False,False,False,False,2025,12,December,2025-12,Friday,4,False,Butwal,10279.29,0.0
TXN100823,2025-03-22,CUST1096,Sabnam Magar,Biratnagar - Main Road,Apparel,Formal Shirt,3,1684.37,5053.11,Cash,False,False,False,False,2025,3,March,2025-03,Saturday,5,True,Biratnagar,5053.11,0.0
TXN101900,2025-01-10,CUST1135,Sabina Bhattarai,Lalitpur - Pulchowk,Electronics,USB Cable Type-C,3,3430.25,10290.75,Cash,False,False,False,False,2025,1,January,2025-01,Friday,4,False,Lalitpur,10290.75,0.0
TXN103062,2025-12-25,CUST1005,Milan Lama,Pokhara - Lakeside,Electronics,Wall Clock,3,2871.85,8615.55,eSewa,False,False,False,False,2025,12,December,2025-12,Thursday,3,False,Pokhara,8615.55,0.0
TXN105168,2025-12-23,CUST1035,Rita Shrestha,Biratnagar - Main Road,Electronics,Extension Board,4,2981.35,11925.4,Debit/Credit Card,False,False,False,False,2025,12,December,2025-12,Tuesday,1,False,Biratnagar,11925.4,0.0
TXN104567,2025-06-30,CUST1127,Sunita Adhikari,Kathmandu - New Road,Electronics,Extension Board,4,2347.11,9388.44,Debit/Credit Card,True,False,False,False,2025,6,June,2025-06,Monday,0,False,Kathmandu,9388.44,0.0
TXN103803,2025-04-25,CUST1061,Bikash Shrestha,Bhaktapur - Suryabinayak,Electronics,Extension Board,4,3028.61,12114.44,Cash,False,False,False,False,2025,4,April,2025-04,Friday,4,False,Bhaktapur,12114.44,0.0
TXN104944,2025-12-14,CUST1057,Neha Karki,Kathmandu - New Road,Apparel,Cotton T-Shirt,4,2734.92,10939.68,Cash,False,False,False,False,2025,12,December,2025-12,Sunday,6,True,Kathmandu,10939.68,0.0
TXN101030,2025-11-18,CUST1044,Puja Magar,Bhaktapur - Suryabinayak,Electronics,Power Bank 10000mAh,3,1880.9,5642.7,eSewa,False,False,False,False,2025,11,November,2025-11,Tuesday,1,False,Bhaktapur,5642.7,0.0
TXN104212,2025-08-28,CUST1040,Puja Gurung,Butwal - Traffic Chowk,Electronics,USB Cable Type-C,4,1997.77,7991.08,Cash,False,False,False,False,2025,8,August,2025-08,Thursday,3,False,Butwal,7991.08,0.0
TXN102966,2025-11-14,CUST1020,Deepak Magar,Bhaktapur - Suryabinayak,Electronics,Bluetooth Earphones,2,3003.94,6007.88,Cash,False,False,False,False,2025,11,November,2025-11,Friday,4,False,Bhaktapur,6007.88,0.0
TXN103174,2025-02-13,CUST1013,Kiran Shrestha,Biratnagar - Main Road,Electronics,USB Cable Type-C,4,2651.16,10604.64,Khalti,False,False,False,False,2025,2,February,2025-02,Thursday,3,False,Biratnagar,10604.64,0.0
TXN104885,2025-10-09,CUST1052,Aashish Poudel,Lalitpur - Pulchowk,Apparel,Kids Frock,3,2702.93,8108.79,eSewa,False,False,False,False,2025,10,October,2025-10,Thursday,3,False,Lalitpur,8108.79,0.0
TXN105829,2025-04-13,CUST1112,Nabin Magar,Butwal - Traffic Chowk,Electronics,Power Bank 10000mAh,3,2280.33,6840.99,Unknown,False,False,False,True,2025,4,April,2025-04,Sunday,6,True,Butwal,6840.99,0.0
TXN100474,2025-11-08,CUST1139,Sabnam Adhikari,Bhaktapur - Suryabinayak,Electronics,Wall Clock,3,3198.47,9595.41,Khalti,False,False,False,False,2025,11,November,2025-11,Saturday,5,True,Bhaktapur,9595.41,0.0
TXN105323,2025-12-30,CUST1055,Rohit Poudel,Biratnagar - Main Road,Apparel,Cotton T-Shirt,4,2717.18,10868.72,Khalti,False,False,False,False,2025,12,December,2025-12,Tuesday,1,False,Biratnagar,10868.72,0.0
TXN104992,2025-07-24,CUST1031,Sabnam Khadka,Bhaktapur - Suryabinayak,Electronics,USB Cable Type-C,2,2994.93,5989.86,Cash,False,False,False,False,2025,7,July,2025-07,Thursday,3,False,Bhaktapur,5989.86,0.0
TXN101092,2025-08-07,CUST1100,Sujan Shrestha,Pokhara - Lakeside,Electronics,USB Cable Type-C,4,2706.43,10825.72,Unknown,False,False,False,True,2025,8,August,2025-08,Thursday,3,False,Pokhara,10825.72,0.0
TXN100453,2025-11-30,CUST1149,Sarita Poudel,Butwal - Traffic Chowk,Electronics,Bluetooth Earphones,3,2899.58,8698.74,Khalti,False,False,False,False,2025,11,November,2025-11,Sunday,6,True,Butwal,8698.74,0.0
TXN101427,2025-11-15,CUST1010,Anita Karki,Bhaktapur - Suryabinayak,Apparel,Socks (3-pair pack),2,2577.07,5154.14,eSewa,False,False,False,False,2025,11,November,2025-11,Saturday,5,True,Bhaktapur,5154.14,0.0
TXN105536,2025-04-03,CUST1118,Alina Shrestha,Bhaktapur - Suryabinayak,Apparel,Kids Frock,2,2985.5,5971.0,Khalti,False,False,False,False,2025,4,April,2025-04,Thursday,3,False,Bhaktapur,5971.0,0.0
TXN104138,2025-11-19,CUST1034,Kritika Tamang,Butwal - Traffic Chowk,Apparel,Cotton T-Shirt,4,1741.05,6964.2,Cash,False,False,False,False,2025,11,November,2025-11,Wednesday,2,False,Butwal,6964.2,0.0
