TransactionID,Date,CustomerID,CustomerName,Branch,ProductCategory,ProductName,Quantity,UnitPrice,TotalAmount,PaymentMethod,CustomerNameWasMissing,ProductCategoryWasMissing,UnitPriceWasMissing,PaymentMethodWasMissing,Year,Month,MonthName,YearMonth,DayOfWeek,DayNumber,IsWeekend,City,CalculatedTotal,TotalDifference
TXN101721,2025-08-12,CUST1012,Sabina Maharjan,Pokhara - Lakeside,Grocery,Wai Wai Noodles (pack),1,315.34,315.34,Cash,False,False,False,False,2025,8,August,2025-08,Tuesday,1,False,Pokhara,315.34,0.0
TXN105145,2025-11-07,CUST1059,Rajesh Shrestha,Kathmandu - Kupondole,Beverages,Tea Leaves (Ilam) 250g,4,449.21,1796.84,Cash,False,False,True,False,2025,11,November,2025-11,Friday,4,False,Kathmandu,1796.84,0.0
TXN103145,2025-11-29,CUST1030,Kiran Maharjan,Pokhara - Lakeside,Grocery,Wheat Flour 5kg,4,626.07,2504.28,Khalti,False,False,False,False,2025,11,November,2025-11,Saturday,5,True,Pokhara,2504.28,0.0
TXN102036,2025-11-21,CUST1095,Neha Khadka,Butwal - Traffic Chowk,Apparel,Winter Jacket,1,2439.65,2439.65,Khalti,False,False,False,False,2025,11,November,2025-11,Friday,4,False,Butwal,2439.65,0.0
TXN102713,2025-05-13,CUST1149,Sarita Poudel,Butwal - Traffic Chowk,Beverages,Gorkha Beer (6-pack),1,484.98,484.98,eSewa,False,False,False,False,2025,5,May,2025-05,Tuesday,1,False,Butwal,484.98,0.0
TXN103843,2025-09-24,CUST1002,Kritika Bhattarai,Butwal - Traffic Chowk,Apparel,Winter Jacket,4,1942.93,7771.72,Cash,False,False,False,False,2025,9,September,2025-09,Wednesday,2,False,Butwal,7771.72,0.0
TXN103365,2025-06-05,CUST1040,Puja Gurung,Butwal - Traffic Chowk,Apparel,Kids Frock,1,2178.38,2178.38,Cash,False,False,False,False,2025,6,June,2025-06,Thursday,3,False,Butwal,2178.38,0.0
TXN100529,2025-09-26,CUST1105,Sandip Magar,Kathmandu - New Road,Household,Steel Lunch Box,1,1107.34,1107.34,Cash,False,True,False,False,2025,9,September,2025-09,Friday,4,False,Kathmandu,1107.34,0.0
TXN105077,2025-10-14,CUST1108,Neha Karki,Bhaktapur - Suryabinayak,Grocery,Wheat Flour 5kg,4,437.2,1748.8,Debit/Credit Card,False,False,False,False,2025,10,October,2025-10,Tuesday,1,False,Bhaktapur,1748.8,0.0
TXN100781,2025-08-27,CUST1052,Aashish Poudel,Lalitpur - Pulchowk,Beverages,Tea Leaves (Ilam) 250g,1,446.17,446.17,Khalti,False,False,False,False,2025,8,August,2025-08,Wednesday,2,False,Lalitpur,446.17,0.0
TXN103281,2025-11-19,CUST1134,Sandip Khadka,Pokhara - Lakeside,Household,Harpic Toilet Cleaner,1,397.75,397.75,eSewa,False,False,False,False,2025,11,November,2025-11,Wednesday,2,False,Pokhara,397.75,0.0
TXN103351,2025-12-07,CUST1039,Sabina Thapa,Butwal - Traffic Chowk,Apparel,Formal Shirt,2,1997.02,3994.04,Debit/Credit Card,False,False,False,False,2025,12,December,2025-12,Sunday,6,True,Butwal,3994.04,0.0
TXN102015,2025-04-23,CUST1081,Puja Khadka,Kathmandu - Kupondole,Beverages,Real Juice 1L,4,233.82,935.28,eSewa,False,False,False,False,2025,4,April,2025-04,Wednesday,2,False,Kathmandu,935.28,0.0
TXN105842,2025-11-11,CUST1100,Sujan Shrestha,Pokhara - Lakeside,Personal Care,Nivea Body Lotion,3,146.57,439.71,Cash,False,False,False,False,2025,11,November,2025-11,Tuesday,1,False,Pokhara,439.71,0.0
TXN101790,2025-05-07,CUST1119,Nabin Maharjan,Kathmandu - New Road,Beverages,Coca-Cola 1.5L,2,157.35,314.7,Khalti,False,False,False,False,2025,5,May,2025-05,Wednesday,2,False,Kathmandu,314.7,0.0
TXN100856,2025-03-21,CUST1142,Rohit Maharjan,Lalitpur - Pulchowk,Dairy,DDC Milk 1L,2,244.43,488.86,eSewa,False,False,False,False,2025,3,March,2025-03,Friday,4,False,Lalitpur,488.86,0.0
TXN102152,2025-10-12,CUST1067,Anita Shrestha,Kathmandu - Kupondole,Grocery,Sugar 1kg,2,823.15,1646.3,Khalti,False,False,False,False,2025,10,October,2025-10,Sunday,6,True,Kathmandu,1646.3,0.0
TXN103960,2025-03-30,CUST1118,Alina Shrestha,Bhaktapur - Suryabinayak,Apparel,Cotton T-Shirt,4,1482.8,5931.2,Khalti,False,False,False,False,2025,3,March,2025-03,Sunday,6,True,Bhaktapur,5931.2,0.0
TXN104938,2025-09-13,CUST1110,Sushma Karki,Kathmandu - New Road,Dairy,Yogurt (Dahi) 500g,3,372.59,1117.77,eSewa,False,False,False,False,2025,9,September,2025-09,Saturday,5,True,Kathmandu,1117.77,0.0
TXN103825,2025-07-09,CUST1055,Rohit Poudel,Lalitpur - Pulchowk,Household,Steel Lunch Box,3,484.35,1453.05,Cash,False,False,False,False,2025,7,July,2025-07,Wednesday,2,False,Lalitpur,1453.05,0.0
TXN104575,2025-09-21,CUST1015,Sushma Bhattarai,Kathmandu - Kupondole,Electronics,Bluetooth Earphones,3,3212.05,9636.15,eSewa,False,False,False,False,2025,9,September,2025-09,Sunday,6,True,Kathmandu,9636.15,0.0
TXN100657,2025-01-04,CUST1024,Rajesh Adhikari,Lalitpur - Pulchowk,Electronics,Power Bank 10000mAh,3,1201.33,3603.99,Khalti,False,False,False,False,2025,1,January,2025-01,Saturday,5,True,Lalitpur,3603.99,0.0
TXN104491,2025-09-29,CUST1060,Kritika Tamang,Lalitpur - Pulchowk,Bakery,Butter Cookies,1,261.16,261.16,Cash,False,False,False,False,2025,9,September,2025-09,Monday,0,False,Lalitpur,261.16,0.0
TXN102981,2025-08-26,CUST1014,Neha Basnet,Lalitpur - Pulchowk,Apparel,Cotton T-Shirt,1,865.91,865.91,Cash,False,False,False,False,2025,8,August,2025-08,Tuesday,1,False,Lalitpur,865.91,0.0
TXN103509,2025-06-16,CUST1016,Neha Poudel,Chitwan - Bharatpur,Apparel,Cotton T-Shirt,1,1369.72,1369.72,eSewa,False,False,False,False,2025,6,June,2025-06,Monday,0,False,Chitwan,1369.72,0.0
TXN103171,2025-08-08,CUST1043,Neha Maharjan,Butwal - Traffic Chowk,Grocery,Wai Wai Noodles (pack),4,228.75,915.0,eSewa,False,False,False,False,2025,8,August,2025-08,Friday,4,False,Butwal,915.0,0.0
TXN103247,2025-06-15,CUST1025,Kiran Poudel,Kathmandu - Kupondole,Beverages,Tea Leaves (Ilam) 250g,2,398.71,797.42,Unknown,False,False,True,True,2025,6,June,2025-06,Sunday,6,True,Kathmandu,797.42,0.0
TXN100776,2025-09-26,CUST1118,Alina Shrestha,Bhaktapur - Suryabinayak,Electronics,USB Cable Type-C,3,1365.83,4097.49,eSewa,False,False,False,False,2025,9,September,2025-09,Friday,4,False,Bhaktapur,4097.49,0.0
TXN104009,2025-05-14,CUST1112,Nabin Magar,Butwal - Traffic Chowk,Apparel,Cotton T-Shirt,2,2062.05,4124.1,Cash,False,False,False,False,2025,5,May,2025-05,Wednesday,2,False,Butwal,4124.1,0.0
TXN104824,2025-12-08,CUST1039,Sabina Thapa,Kathmandu - New Road,Grocery,Mustard Oil 1L,4,635.77,2543.08,eSewa,True,False,False,False,2025,12,December,2025-12,Monday,0,False,Kathmandu,2543.08,0.0
TXN100276,2025-12-18,CUST1003,Kiran Adhikari,Kathmandu - Kupondole,Personal Care,Sanitary Pads Pack,3,579.25,1737.75,eSewa,False,False,False,False,2025,12,December,2025-12,Thursday,3,False,Kathmandu,1737.75,0.0
TXN104202,2025-03-06,CUST1010,Anita Karki,Chitwan - Bharatpur,Beverages,Real Juice 1L,2,119.43,238.86,Bank Transfer,False,False,False,False,2025,3,March,2025-03,Thursday,3,False,Chitwan,238.86,0.0
TXN102242,2025-12-25,CUST1036,Sunita Maharjan,Kathmandu - Kupondole,Dairy,Paneer 250g,2,214.23,428.46,Cash,False,False,False,False,2025,12,December,2025-12,Thursday,3,False,Kathmandu,428.46,0.0
TXN102207,2025-04-02,CUST1039,Sabina Thapa,Butwal - Traffic Chowk,Dairy,Nimbus Cheese Slices,1,360.78,360.78,Khalti,False,False,False,False,2025,4,April,2025-04,Wednesday,2,False,Butwal,360.78,0.0
TXN104450,2025-09-04,CUST1099,Rohit Magar,Kathmandu - Kupondole,Dairy,DDC Milk 1L,4,399.45,1597.8,Debit/Credit Card,False,False,False,False,2025,9,September,2025-09,Thursday,3,False,Kathmandu,1597.8,0.0
TXN105608,2025-08-08,CUST1044,Puja Magar,Bhaktapur - Suryabinayak,Electronics,USB Cable Type-C,1,2415.84,2415.84,Khalti,False,True,False,False,2025,8,August,2025-08,Friday,4,False,Bhaktapur,2415.84,0.0
TXN104665,2025-03-15,CUST1052,Aashish Poudel,Lalitpur - Pulchowk,Dairy,Paneer 250g,2,75.37,150.74,Cash,False,False,False,False,2025,3,March,2025-03,Saturday,5,True,Lalitpur,150.74,0.0
TXN100369,2025-04-17,CUST1055,Rohit Poudel,Lalitpur - Pulchowk,Household,LED Bulb 9W,3,1077.01,3231.03,Cash,False,False,False,False,2025,4,April,2025-04,Thursday,3,False,Lalitpur,3231.03,0.0
TXN101298,2025-04-23,CUST1042,Manisha Basnet,Bhaktapur - Suryabinayak,Grocery,Basmati Rice 5kg,1,551.05,551.05,eSewa,False,False,False,False,2025,4,April,2025-04,Wednesday,2,False,Bhaktapur,551.05,0.0
TXN103637,2025-08-22,CUST1020,Deepak Magar,Bhaktapur - Suryabinayak,Personal Care,Dove Soap,3,256.89,770.67,Cash,False,False,False,False,2025,8,August,2025-08,Friday,4,False,Bhaktapur,770.67,0.0
TXN101319,2025-03-20,CUST1031,Sabnam Khadka,Bhaktapur - Suryabinayak,Household,Vim Dishwash Bar,3,1106.74,3320.22,Khalti,False,False,False,False,2025,3,March,2025-03,Thursday,3,False,Bhaktapur,3320.22,0.0
TXN101706,2025-03-29,CUST1035,Rita Shrestha,Biratnagar - Main Road,Household,Vim Dishwash Bar,2,207.35,414.7,Unknown,False,False,False,True,2025,3,March,2025-03,Saturday,5,True,Biratnagar,414.7,0.0
TXN103422,2025-10-27,CUST1055,Rohit Poudel,Lalitpur - Pulchowk,Household,Steel Lunch Box,2,823.65,1647.3,Khalti,False,False,False,False,2025,10,October,2025-10,Monday,0,False,Lalitpur,1647.3,0.0
TXN102067,2025-11-18,CUST1131,Sabnam Maharjan,Pokhara - Lakeside,Beverages,Nescafe Coffee 100g,1,445.35,445.35,Debit/Credit Card,False,False,False,False,2025,11,November,2025-11,Tuesday,1,False,Pokhara,445.35,0.0
TXN100285,2025-03-04,CUST1097,Milan Basnet,Kathmandu - New Road,Electronics,USB Cable Type-C,3,504.55,1513.65,Khalti,False,False,False,False,2025,3,March,2025-03,Tuesday,1,False,Kathmandu,1513.65,0.0
TXN100671,2025-02-05,CUST1140,Sabnam Poudel,Pokhara - Lakeside,Beverages,Tea Leaves (Ilam) 250g,1,389.5,389.5,Khalti,False,False,False,False,2025,2,February,2025-02,Wednesday,2,False,Pokhara,389.5,0.0
TXN100858,2025-07-11,CUST1140,Sabnam Poudel,Pokhara - Lakeside,Dairy,Yogurt (Dahi) 500g,3,125.15,375.45,Debit/Credit Card,False,False,False,False,2025,7,July,2025-07,Friday,4,False,Pokhara,375.45,0.0
TXN101287,2025-05-25,CUST1039,Sabina Thapa,Butwal - Traffic Chowk,Dairy,Yogurt (Dahi) 500g,3,283.24,849.72,Debit/Credit Card,False,False,True,False,2025,5,May,2025-05,Sunday,6,True,Butwal,849.72,0.0
TXN105560,2025-11-05,CUST1124,Anita Rai,Lalitpur - Pulchowk,Grocery,Mustard Oil 1L,1,189.88,189.88,Debit/Credit Card,False,False,False,False,2025,11,November,2025-11,Wednesday,2,False,Lalitpur,189.88,0.0
TXN101963,2025-11-02,CUST1025,Kiran Poudel,Kathmandu - Kupondole,Apparel,Socks (3-pair pack),1,2721.45,2721.45,Cash,False,False,False,False,2025,11,November,2025-11,Sunday,6,True,Kathmandu,2721.45,0.0
TXN104935,2025-09-16,CUST1040,Puja Gurung,Kathmandu - New Road,Apparel,Kids Frock,3,868.17,2604.51,Cash,False,False,False,False,2025,9,September,2025-09,Tuesday,1,False,Kathmandu,2604.51,0.0
TXN100312,2025-08-31,CUST1004,Rajesh Adhikari,Kathmandu - Kupondole,Grocery,Salt 1kg,2,163.66,327.32,eSewa,False,False,False,False,2025,8,August,2025-08,Sunday,6,True,Kathmandu,327.32,0.0
